timestamp,open,high,low,close,volume
1775755800,183.46,183.73,183,183.09,685969
1775759400,183.08,183.83,182.93,183.65,810309
1775763000,183.64,184.08,183.6,183.88,1415165
1775827800,184.33,187.92,184.31,187.82,4206583
1775831400,187.83,190,187.74,189.475,3625481
1775835000,189.475,189.58,188.095,188.46,1798040
1775838600,188.45,188.62,187.93,188.15,1090696
1775842200,188.14,189,187.96,188.58,927536
1775845800,188.58,189.7,188.39,189.39,1508290
1775849400,189.38,189.38,188.11,188.65,1471695
1776087000,186.03,188.48,185.74,188.415,3452231
1776090600,188.41,189.66,188.14,188.62,1575330
1776094200,188.62,188.9,187.92,188.44,1126502
1776097800,188.43,188.64,187.86,188.19,853814
1776101400,188.2,188.415,187.97,188.01,579169
1776105000,188.01,188.885,187.99,188.7,677273
1776108600,188.7,189.455,188.38,189.22,1201404
1776173400,190.99,193.31,190.77,192.86,3732725
1776177000,192.87,193.73,192.66,193.45,1935455
1776180600,193.45,194.94,193.33,194.8,1775717
1776184200,194.8,194.99,194.34,194.72,1283285
1776187800,194.73,194.9,194.4,194.58,752530
1776191400,194.57,196.33,194.57,196.21,2729536
1776195000,196.2,196.5,195.57,196.49,1519952
1776259800,196.53,199.575,196.26,199.24,4523455
1776263400,199.26,199.94,199.03,199.8,2229887
1776267000,199.79,200.4,199.09,199.12,3848583
1776270600,199.13,199.14,196.14,196.96,2358247
1776274200,196.96,197.71,195.75,196.965,1514049
1776277800,196.97,198.27,196.955,198.245,1376563
1776281400,198.24,199.17,198.025,198.88,1672217
1776346200,197.43,197.8,195.82,197.37,2650905
1776349800,197.37,199.85,197.31,199.03,1870313
1776353400,199.03,199.64,198.41,198.615,949095
1776357000,198.62,198.84,197.75,198.415,846231
1776360600,198.42,198.73,197.3,197.495,868377
1776364200,197.49,198.39,197.485,198.12,857335
1776367800,198.12,198.8,198.08,198.3,1155476
1776432600,199.86,201.69,199.28,200.36,4069754
1776436200,200.38,200.99,200.03,200.63,1707226
1776439800,200.64,201.4,200.23,200.69,1707231
1776443400,200.7,200.86,199.47,199.88,1362948
1776447000,199.88,200.885,199.86,200.65,999156
1776450600,200.66,201.48,200.54,201.27,1290124
1776454200,201.27,201.7,201.12,201.63,1362113
